title,genre
Deranged,Horror
Heebie Jeebies,Horror
Geronimo,Western
Sand Serpents ,Action
Red River,Western
West of the Pecos,Western
Cam,Horror
Clash of the Titans,Adventure
Blood on the Arrow,Western
Death Hunt,Adventure
Laserblast,Fantasy
Lost Continent,Fantasy
Mimic,Horror
Charlie's Angels,Action
Anguish,Horror
Mysterious Island,Adventure
Adam & Evil,Horror
A Deadly Obsession,Action
My Little Chickadee,Western
Killer Mountain,Horror
Predator 2,Fantasy
Martin,Horror
Kill'em All,Action
Mother Lode,Western
1BR,Horror
It,Horror
The Swarm,Action
Chrome Angels,Action
Studio 666,Horror
Gladiator,Action
Alpha,Action
The Giant Claw,Fantasy
Escape From Zahrain,Adventure
The Fiercest Heart,Adventure
Pursuit to Algiers,Adventure
Devil Winds,Action
The Unhealer,Fantasy
Hellraiser: Judgment,Horror
Broken Arrow,Action
Call of the Wild,Adventure
Unforgiven,Western
The Commuter,Action
Solaris,Fantasy
Thunder over Arizona,Western
Christopher Robin,Adventure
Generation X,Action
Snowbeast,Horror
Street Knight,Action
Heart of Darkness,Adventure
The Last Rebel,Western
We Can Be Heroes,Fantasy
The Wolverine,Fantasy
Jackson County Jail,Action
Spell,Horror
Cold Harvest,Action
The Princess Bride,Fantasy
Journey to Shiloh,Western
Saturn 3,Fantasy
Detention,Horror
Age of the Dragons,Fantasy
The Desperados,Western
High Plains Drifter,Western
Barquero!,Western
Bliss,Fantasy
Hammer of the Gods,Action
4D Man,Fantasy
The Burning Dead,Horror
The Monster,Horror
The Belko Experiment,Action
Backmask,Horror
Truth or Dare,Horror
Excalibur,Fantasy
Diamondbacks,Action
Chopping Mall,Action
Masterminds,Action
Death Tunnel,Horror
The ABCs of Death,Horror
American Muscle,Action
Homicidal,Horror
The Villain,Western
Diary of the Dead ,Horror
Apocalypse Pompeii,Action
Frogs,Horror
Singularity,Fantasy
Seven Women,Western
Teen Wolf,Action
Headspace,Horror
Messiah of Evil,Horror
El Condor,Western
Trilogia del terrore,Horror
Behind Enemy Lines,Action
Kull The Conqueror,Fantasy
Rogue Warfare,Action
The Endless,Horror
The Nun,Horror
Rollover,Action
The King's Thief,Adventure
The Peacekeeper,Action
Open Range,Western
Chocolate,Horror
The Hills Have Eyes,Horror
Eddie Macon's Run,Action
Cobra Woman,Adventure
The Blue Bird,Adventure
Hard Rain,Action
Chain of Command,Action
Bullet,Action
Kill Switch,Action
Boy on a Dolphin,Adventure
Debt Collectors,Action
The Abyss,Fantasy
Ice Station Zebra,Adventure
Against All Flags,Adventure
Cannon for Cordoba,Western
Preservation,Horror
Hostiles,Adventure
A Man Called Horse,Adventure
South of Heaven,Action
Street Warrior,Action
Backwoods,Horror
The Burrowers,Horror
Uncivilized,Action
Courage,Adventure
The Buccaneer,Adventure
Mission of Justice,Action
Against the Dark,Action
Outlander,Fantasy
Zits,Adventure
The Lone Star,Western
Zoom,Adventure
The Klansman,Action
Courage of Lassie,Adventure
Mojave,Action
Teenage Cave Man,Fantasy
The Siege,Action
Shakedown,Action
Jug Face,Horror
Wyatt Earp,Western
Death Machine,Fantasy
Between Worlds,Action
You'll Find Out,Horror
Below,Horror
Midnight Sun,Adventure
Young Billy Young,Western
Losin' It,Adventure
Thrashin',Action
Carnage Park,Horror
Love Comes Softly ,Western
Blue Crush,Action
The Wind,Horror
Man in the Saddle,Western
Lionheart,Action
What Josiah Saw,Horror
Sleight,Action
Firecreek,Western
U.S. Seals II,Action
On Wings of Eagles,Action
Super 8,Fantasy
Beneath,Horror
Best of the Best 2,Action
Lust for Gold,Western
Critical Mass,Action
Assassination Games,Action
Spring Breakers,Adventure
Jurassic World,Fantasy
The Quiet Ones,Horror
Red River,Western
The Werewolf,Fantasy
Catlow,Western
Killing Gunther,Action
Walker,Adventure
Puncture Wounds,Action
Moby Dick,Adventure
The Stunt Man,Action
The Three Musketeers,Adventure
Silver Lode,Western
Wonder Woman,Action
Hideous!,Horror
The Proud Rebel,Western
Pit Stop,Action
Yankee Buccaneer,Adventure
Brake,Action
Dead Man Down,Action
Cutthroat Island,Adventure
The Outsider,Action
Frailty,Horror
The Howling,Horror
The Iron Horse,Western
A Wrinkle in Time,Adventure
Galgameth,Adventure
Act of Valor,Action
The Vatican Tapes,Horror
Sator,Horror
Paycheck,Fantasy
Den of Thieves,Action
Dead Night,Horror
Trick 'r Treat,Horror
Breaking Dawn,Horror
Progeny,Horror
Savaged,Horror
Back in Business,Action
Alien Raiders,Horror
Behind You,Horror
Ride Along 2,Action
Devil,Horror
Arrival,Fantasy
Donnie Darko,Fantasy
The Mark of Zorro,Adventure
A Man Apart,Action
The Blob,Fantasy
The Aurora Encounter,Fantasy
Isolation,Action
Sabotage,Action
Whispering Smith,Western
Flight to Mars,Fantasy
The Indian Fighter,Western
Wheelman,Action
Living & Dying,Action
See No Evil,Horror
Freejack,Fantasy
2012: Ice Age,Action
The Wraith,Action
The Tracker,Western
Prime Evil,Horror
5 Days of War,Action
Teenage Caveman,Fantasy
Evil Dead 2,Horror
White Fang,Adventure
The Last Sunset,Western
The Rounders,Western
Goosebumps,Adventure
The Time Machine,Fantasy
Impostor,Fantasy
Frank and Jesse,Western
Urban Justice,Action
Heist,Action
Bright,Action
Kickboxer: Vengeance,Action
Horizons West,Western
American Ninja V,Action
The Congress,Fantasy
Runaway,Fantasy
Bernie The Dolphin,Adventure
Armed Response,Action
The Pathfinder,Adventure
Jiu Jitsu,Fantasy
Shoot 'Em Up,Action
The Rum Diary,Adventure
Entropy,Horror
Night Passage,Western
Chill Factor,Action
Angel Has Fallen,Action
Waco,Western
The Outriders,Western
Salem's Lot,Horror
Hatchet III,Horror
The 13th Warrior,Adventure
Campfire Tales,Horror
The Beastmaster,Fantasy
Hereditary,Horror
Nightwatch,Horror
Demolition Man,Fantasy
The Call of Cthulhu,Fantasy
The Exterminator,Action
More Than Murder ,Action
The Big Trail,Adventure
Primal,Action
Zombie Night,Horror
Space Cowboys,Fantasy
Tom Horn,Western
Battle: Los Angeles,Action
Run for the Sun,Adventure
Day of Reckoning,Action
Ice Sharks,Action
Vampire Story,Horror
Return of the Jedi,Fantasy
Predator,Action
Dreamcatcher,Fantasy
The Missouri Breaks,Western
Scream 5,Horror
Call of the Wild,Adventure
The Wolf Man,Horror
The Spanish Main,Adventure
Deadtime Stories,Horror
Kangaroo,Adventure
Fort Dobbs,Western
Among the Shadows,Horror
Robocop 3,Fantasy
Day of the Outlaw,Western
Princess of Thieves,Adventure
Battlefield Earth,Fantasy
Empire ,Action
Shooter,Action
The Mummy,Action
Planet of the Sharks,Action
The Last Outpost,Western
Black Adam,Fantasy
Moon of the Wolf,Horror
The Far Horizons,Western
Tall Man Riding,Western
Rio Grande,Western
Species III,Horror
Elephant White,Action
Cheyenne,Western
Asher,Action
Rim of the World,Adventure
Mortuary,Horror
Westward the Women,Western
Time Freak,Fantasy
Jonah Hex,Action
Born a Champion,Action
Heat,Adventure
Gunfight in Abilene,Western
Maya,Adventure
Super Mario Bros,Adventure
Finders Keepers,Horror
Pawn Shop Chronicles,Action
Airborne,Adventure
Lost in Space,Fantasy
The Lawless Breed,Western
The Forsaken,Horror
Rose Hill,Western
Immortals,Action
The Toxic Avenger,Action
Mockingbird,Horror
The Undead,Horror
The King's Pirate,Adventure
Shark Night 3D,Horror
Code Red,Horror
Berkeley Square,Fantasy
Seance,Horror
The Bravados,Western
The Apparition,Horror
The Hunted,Action
P2,Horror
Some Kind of Hate,Horror
Dead Drop,Action
Insidious: Chapter 2,Horror
Fast & Furious 6,Action
Rambo III,Action
Freeze Frame,Action
Seakiller,Adventure
Frenchie,Western
Flight World War II,Fantasy
Macabre,Horror
Carnosaur,Horror
The Amusement Park,Horror
Bad Girls,Western
Life Like,Fantasy
Proof of Life,Action
Shelter in Place,Horror
Maniac Cop,Horror
Phantoms,Horror
Conspiracy,Action
Scream for Help,Horror
Mission to Mars,Fantasy
Aftermath,Horror
The Three Outlaws,Western
Kong: Skull Island,Action
Lucky Lady,Adventure
They Rode West,Western
Arkansas,Action
Shoot Out,Western
The Rig ,Action
Joshua Tree,Action
Deadlock,Adventure
Satanic,Horror
The Boy,Horror
Shark Attack,Action
Thunder in Paradise,Adventure
Rampage,Adventure
Jarhead 3: The Siege,Action
Fast Five,Action
Black Christmas,Horror
Castle Freak,Horror
Creepshow 2,Horror
The Three Musketeers,Adventure
Animal,Horror
Cheyenne Warrior,Western
Ladder 49,Action
Silent Running,Fantasy
Hackers,Action
Sniper: Legacy,Action
Seattle Superstorm,Action
Gods of Egypt,Adventure
A Gunfight,Western
Blood and Bone,Action
The Art of War,Action
Dead Man,Western
When Worlds Collide,Fantasy
The Hulk,Fantasy
The Newton Boys,Western
Cross 2,Action
Antlers,Horror
A-X-L,Fantasy
ARQ,Fantasy
Riddick,Action
Evolver,Fantasy
Cradle 2 the Grave,Action
Absolute Deception,Action
Eruption: LA,Action
The Rage,Action
Belle Starr,Western
Alien: Covenant,Fantasy
I eat your skin,Horror
Don Quixote,Adventure
Indigenous,Horror
Bending the Rules,Action
The Son of Sheik,Adventure
The Wrath of God,Adventure
Mail Order Bride,Western
The Bandit Queen,Adventure
Vibes,Adventure
Creature,Horror
The Wretched,Horror
24: Redemption,Action
Mission of Justice,Action
The Visit,Horror
Wargames,Fantasy
Street Trash,Horror
The Swordsman,Action
Vault,Action
Stay Alive,Horror
Alita: Battle Angel,Fantasy
Conquest of Cochise,Western
Destry,Western
Monstrous,Horror
Catacombs,Horror
The Empty Man,Horror
Underclassman,Action
Bloodsport 2,Action
House of Darkness,Horror
The Recall,Fantasy
Harbinger Down,Horror
The River Wild,Adventure
Eye of the Tiger,Action
Nemesis 2: Nebula,Fantasy
Nim's Island,Adventure
Nightmare Cinema,Horror
El Mariachi,Action
Bedeviled,Horror
Right at Your Door,Fantasy
Reminiscence,Fantasy
Québec,Adventure
Piraña 2,Horror
Far Country,Western
Contagion,Action
Deep Star Six,Fantasy
The Vault,Horror
The Naked Witch,Horror
Bird Box,Fantasy
Double Take,Action
Starflight One,Adventure
Prey,Horror
The Manor,Horror
Posse,Western
Precious Find ,Fantasy
Santa Fe Trail,Western
China Seas,Adventure
Somewhere in Time,Fantasy
Fistful of Vengeance,Action
Bats: Human Harvest,Horror
Solstice,Horror
Tales from the Crypt,Horror
The Millionaire Tour,Action
Amusement,Horror
Blade,Action
Pacific Rim,Action
Gulliver's Travels ,Fantasy
3 Ninjas,Action
VANish,Action
So Red the Rose,Adventure
The Terminators,Action
In God's Hands,Adventure
A Dog's Way Home,Adventure
Invisible Man,Fantasy
Rescue Me,Action
Wagon Master,Western
Supernova,Fantasy
Dark Star,Fantasy
The Land Unknown,Fantasy
Absolution,Action
Hercules Reborn,Action
Annihilation Earth,Action
North Shore,Adventure
The Atomic Submarine,Fantasy
Togo,Adventure
Golden Needles,Action
Cowboys & Aliens,Action
Old Henry,Western
Goin' South,Western
Trader Horn,Adventure
Hold Your Breath,Horror
Speed,Action
Beetlejuice,Fantasy
Guns of Diablo,Western
The Mummy,Adventure
Arena,Action
Without Warning,Fantasy
Suburban Commando,Fantasy
Trucks,Horror
Landslide,Adventure
Salvage,Horror
Pathfinder,Action
Kronos,Fantasy
The Paradise Virus,Action
The Tomorrow War,Fantasy
Camino,Action
Cimarron,Western
The Forest,Horror
Halo: Nightfall,Fantasy
Kill Chain,Action
The Green Inferno,Horror
Certain Fury,Action
Scaramouche,Adventure
Seventh Cavalry,Western
Pet Sematary,Horror
Army of the Dead,Horror
Jumping Ship,Adventure
Coffy,Action
Airline Disaster,Action
A House on the Bayou,Horror
The Forgotten,Horror
Invaders from Mars,Fantasy
The Lonely Trail,Western
Halloween Kills,Horror
Looper,Action
Tumbleweeds,Western
Poltergeist,Horror
Magic in the Water,Fantasy
The Virginian,Western
Three for the Road,Action
Face of Terror,Action
The Big Country,Western
Hurricane,Action
Gun Fury,Western
Demonic Toys,Horror
Winter's Tale,Fantasy
Firestarter,Fantasy
Ella Enchanted,Fantasy
Sundown,Horror
The Martian,Fantasy
Halloween,Horror
New York Ninja,Action
Tha Man from Laramie,Western
The Mummy's Tomb,Horror
Bengal Brigade,Adventure
Night of the Creeps,Horror
Scary Tales,Horror
Chains of Gold,Action
Captive State,Fantasy
Star Trek,Fantasy
The Hired Hand,Western
The Last Gangster,Action
The Bushwhackers,Western
Raw Edge,Western
Force of Execution,Action
Captain Kidd,Adventure
White Squall,Adventure
Wild Bill,Western
Man with the Gun,Western
Tumbleweed,Western
Broken Lance,Western
Flesh and Blood,Adventure
Huckleberry Finn,Adventure
House of Dracula,Horror
Skinned Deep,Horror
Rings,Horror
Deja vu,Fantasy
Robocop 2,Fantasy
The Book of Eli ,Action
Bandido,Western
Jack Reacher,Action
Fever Lake,Horror
Soylent Green,Fantasy
Machete Kills,Action
The Marksman,Action
Nowhere to Run,Action
Invasion Force,Action
Maximum Conviction,Action
Crash Landing,Action
The Lawless Range,Western
Leprechaun,Horror
Four Brothers,Action
Northwest Passage,Adventure
Hellboy,Fantasy
The Ox-Bow Incident,Western
Turistas,Horror
Corona zombies,Horror
4Got10,Action
Galaxy of Terror ,Action
Day of the Badman,Western
Schizoid,Action
Operation Rogue,Action
The Harder They Fall,Western
The Farmer,Action
John Wick 2,Action
Circle of Iron      ,Fantasy
Red Garters,Western
Bound by Honor,Action
The Dead Pit,Horror
Knock on any Door,Action
The Santa Clause 2,Fantasy
Fly Away Home,Adventure
Strange Invaders,Fantasy
Here Alone,Horror
Cybertech P.D.,Action
Relic,Horror
The Blue Bird,Fantasy
Tron Legacy,Fantasy
Transit,Action
Four for Texas,Western
The Great War,Action
Never Back Down 2,Action
Vampire Bats,Horror
Dinosaurus!,Adventure
The Equalizer,Action
Frankenstein,Horror
Savage Dog,Action
Neverland,Fantasy
Wing Commander,Fantasy
Jeepers Creepers III,Horror
The Black Castle,Horror
Transformations,Horror
Deathlands ,Action
Vera Cruz,Western
Strange Days,Fantasy
Timeline,Adventure
Habit,Horror
Bliss,Horror
Mile 22,Action
Realms,Horror
The Old Guard,Action
The Seance,Horror
Red,Action
The Black Hole,Fantasy
The Mechanic,Action
The Big Sky,Western
The Warriors,Action
The Island,Fantasy
Darlin',Horror
Video Kid,Adventure
Lavalantula,Horror
Dirty Little Billy,Western
The Crimson Pirate,Adventure
Crawlspace,Horror
Offspring,Horror
It,Horror
Carnival of Souls ,Horror
The Confession,Action
Tarzan in Manhattan,Adventure
Acts of Violence,Action
Avatar,Fantasy
Stasis,Fantasy
Terminator: Genisys,Fantasy
The Octagon,Action
The Texican,Western
The Package,Action
Princess Caraboo,Adventure
Final Destination,Horror
12 Rounds,Action
The Strange Door,Horror
The Rats,Horror
City of Angels,Fantasy
West of Hell,Western
The Andromeda Strain,Fantasy
The Plan,Action
Mohawk,Western
The Thing,Fantasy
Ride Clear of Diablo,Western
Invasion Roswell,Action
The Omen,Horror
13 Ghosts,Horror
3022,Fantasy
Undisputed,Action
Garden of Evil,Western
Zorro the Avenger,Adventure
YellowBrickRoad,Horror
Gun Brothers,Western
Bone Tomahawk,Horror
Milo,Horror
Running Free,Adventure
Deliverance,Adventure
Descendants 2,Fantasy
Catacombs,Horror
Miami Supercops,Adventure
Kansas,Adventure
Zardoz,Fantasy
Ma,Horror
Cyborg Cop 2,Action
Wishmaster,Horror
Canadian Pacific,Western
Westworld,Fantasy
Three From Hell,Horror
Teenage Monster,Fantasy
The Horror Show,Horror
Tonka,Western
Silent Warnings,Horror
Guinevere,Adventure
You're Next,Horror
Night of the Demons,Horror
The Marauders,Western
Three Young Texans,Western
The Covid Killer,Horror
The Mad Love,Horror
Commando,Action
Pony Express,Western
Starman,Fantasy
The Boogeyman,Horror
The Mighty Ducks,Action
Cherry 2000,Fantasy
Lionheart,Adventure
Chappie,Fantasy
Clash of the Empires,Fantasy
Seminole,Western
Red State,Horror
Storm,Action
Demon Knight,Horror
The Monster Squad,Fantasy
The Eagle,Adventure
Avengers Grimm,Fantasy
Haunt,Horror
Fury of the Dragon,Action
Man's Best Friend,Horror
Gambler from Natchez,Adventure
Out for a Kill,Action
Christmas Again,Adventure
Hollow Man II ,Action
The Premature Burial,Horror
The Patriot,Action
Never Back Down,Action
What Dreams May Come,Fantasy
From Noon till Three,Western
Freaked,Horror
The Net 2.0,Action
Pin,Horror
Long Distance,Horror
Witch Hunt,Horror
Deadly Outbreak,Action
The McMasters,Western
Quick Change,Action
Cabin Fever,Horror
The Wild North,Adventure
April Fool's Day,Horror
Roar,Adventure
No Way Back,Action
Halloween II,Horror
Angels Over Broadway,Adventure
Cosmic Sin,Fantasy
DNA,Fantasy
Alien Origin,Horror
Enchanted,Fantasy
Fort Vengeance,Adventure
Cyborg,Fantasy
Escape to Burma,Adventure
Skinwalker Ranch,Horror
Halloween Ends,Horror
Close Range,Action
A Lust to Kill,Western
Blood Feast,Horror
SpaceCamp,Fantasy
New Alcatraz,Action
The Unnamable,Horror
Resolution,Horror
Good Guys Wear Black,Action
Malevolent,Horror
Hour of the Gun,Western
Deep Blue Sea 3,Horror
Chain of Command,Action
The War Lord,Adventure
Darklight,Fantasy
Soldiers of Fortune,Action
Priest,Horror
The Bounty Killer,Western
Jurassic Park,Adventure
Haunted,Horror
Foxy Brown,Action
Bowery at Midnight,Horror
Saint Francis,Horror
Bottom Feeder,Horror
Session 9,Horror
Black Forest,Horror
Don't Blink,Horror
Rush Hour,Action
Gone in 60 Seconds,Action
The Guardian,Horror
Lone Wolf McQuade,Action
Under Siege II,Action
Last of the Redmen,Adventure
Montana Belle,Western
The Missing,Western
Hollywood Homicide,Action
Sworn to Justice,Action
The Ballad of Josie,Western
White Lightning,Action
Dark Eyes of London,Horror
Unfriended: Dark Web,Horror
Lost Horizon,Adventure
The Devil Bat,Horror
Dakota,Western
The Gun Hawk,Western
Uncharted,Adventure
Lone Survivor,Action
The Longhorns,Western
The Food of the Gods,Fantasy
Sinister 2,Horror
Samurai Cowboy,Adventure
Air Force One,Action
V/H/S: Viral,Horror
Deadwood - The Movie,Western
Creepozoids,Horror
Tape 407,Horror
Doctor Dolittle,Fantasy
See No Evil 2,Horror
The Avenging Angel,Western
Bad Boys II,Action
First Kill,Action
The Black Sleep,Horror
Six-String Samurai,Action
The Long Riders,Western
ZigZag,Action
Annabelle,Horror
Air Collision,Action
Rio Lobo,Western
Halloween,Horror
Captain Lightfoot,Adventure
The Sea Wolf,Adventure
The Tracker,Action
Congo,Adventure
Nomads,Horror
Sleepless Night,Action
Wolfen,Fantasy
Savages,Action
Bet Your Life,Action
Hard Target,Action
Hard Ground ,Western
Joy Ride 3,Horror
Halloween 5,Horror
Beowulf,Fantasy
Fear Street: 1666,Horror
The Mark of Zorro,Adventure
The Child,Horror
The Black Cat,Horror
Unstoppable,Action
New World Disorder,Action
Squirm,Horror
A Far Off Place,Adventure
The Conjuring,Horror
Machine Gun Preacher,Action
Captain Blood,Adventure
The Assent,Horror
Cocoon,Fantasy
Three Texas Steers,Western
Buried Alive ,Horror
At Sword's Point,Adventure
Seminole Uprising,Western
Sindbad the Sailor,Adventure
The Funhouse,Horror
The Devil Doll,Horror
Logan's Run,Fantasy
Final Approach,Action
Hostel: Part II,Horror
The Searchers,Western
Tex,Adventure
Witchblade,Action
Heaven with a Gun,Western
Brooklyn's Finest,Action
The Big Trees,Western
The Woods,Horror
The Naked Spur,Western
The Hard Easy,Action
Lost River,Fantasy
S.Darko,Horror
The Equalizer 2,Action
Killing Them Softly,Action
Montana,Western
Siege at Red River,Western
Tales of Halloween,Horror
Hostel: Part III,Horror
Miss Bala,Action
The Rock,Action
Super Eruption,Fantasy
Cut Throat City,Action
Russkies,Adventure
The Roost,Horror
Corporate Animals,Horror
A Walk in the Woods,Adventure
The Cell 2,Horror
My Soul to Take,Horror
Pod,Horror
The Deadly Mantis,Fantasy
Hidden,Horror
Nightmare 3,Horror
Visions,Horror
The Signal,Fantasy
From Within,Horror
Gone in 60 Seconds,Action
The Tomb,Horror
The Old Ways,Horror
Not of This Earth,Fantasy
3 Bad Men,Western
Wrong Turn 6,Horror
Bingo Hell,Horror
Navy Seals,Action
The Haunted,Horror
Martyrs,Horror
Prince Charming,Fantasy
Dead Awake,Horror
See You Yesterday,Fantasy
Mimic: Sentinel ,Horror
The Return,Fantasy
Jason X,Horror
Zombeavers,Horror
The Train Robbers,Western
Mannequin,Fantasy
Mom and Dad,Horror
Panic in the Skies!,Action
Killing Season,Action
Age of Tomorrow,Action
The Kitchen,Action
Grand Prix,Action
Operation Dumbo Drop,Adventure
The Hunted,Action
Jackals,Horror
Samurai Cop,Action
Wagons East,Western
Surf Ninjas,Adventure
Mr. Jones,Horror
Ring of Fire,Fantasy
The Younger Brothers,Western
How the West Was Won,Western
Young Fury,Western
The Stalking Moon,Western
The Stuff,Horror
Army of One,Action
Hunting Souls,Horror
Slumberland,Adventure
Jubilee Trail,Western
Crying Freeman,Action
The Towering Inferno,Action
Project Power,Fantasy
Street Fighter,Action
Matriarch,Horror
The Aviator,Adventure
The Raven,Horror
The Maze,Horror
Cerberus,Horror
Creep 2,Horror
Beau Geste,Adventure
Warrior,Action
A Good Night To Die,Action
Wolf,Horror
Dog Eat Dog,Action
The Stand,Adventure
Airplane vs Volcano,Action
The Good Old Boys,Western
When Time Ran Out,Action
The Washingtonians,Horror
Billy Two Hats,Western
Lapsis,Fantasy
Branded,Western
Breakheart Pass,Western
The Cursed,Horror
Tom Thumb,Fantasy
Dolls,Horror
Saddle the Wind,Western
The Saint,Adventure
Robocroc,Horror
Firestarter,Horror
Way of a Gaucho,Adventure
The Magic of Lassie,Adventure
Dawn of the Dead,Horror
Time Trap,Fantasy
The Wicked,Horror
Powder,Fantasy
12 Rounds: Reloaded,Action
Far From Home,Adventure
Warcraft,Fantasy
Hercules,Adventure
Tomahawk,Western
Union Pacific,Western
Dolly Dearest,Horror
Texas Lady,Western
Rise of the Zombies,Action
The Hamiltons,Horror
The Black Watch,Adventure
Roadracers,Action
Something Evil,Horror
Blade Runner,Fantasy
Prometheus,Fantasy
Amazing Stories,Fantasy
Deep Impact,Action
The Innkeepers,Horror
#Screamers,Horror
Ben,Horror
Cabin Boy,Adventure
400 Days,Fantasy
Nazi Overlord,Horror
Cyborg 2087,Fantasy
Subspecies,Horror
The Burning,Horror
Frankenstein Unbound,Horror
A Christmas Carol,Fantasy
The Expendables 2,Action
Time Toys,Adventure
The Darkling,Horror
Fingerprints,Horror
Sounds Like,Horror
Major Dundee,Western
Pulse,Fantasy
Omar Khayyam,Adventure
Conan the Destroyer,Fantasy
Toolbox Murders,Horror
Swashbuckler,Adventure
Buchanan Rides Alone,Western
Firefox,Action
Mercury Plains,Action
Convoy,Adventure
Son of the Dragon,Fantasy
Your Highness,Adventure
Seraphim Falls,Western
Wild in the Street,Fantasy
Moby Dick,Adventure
Run of the Arrow,Western
The Thirteenth Floor,Horror
Age of Dinosaurs,Fantasy
Nico the Unicorn,Fantasy
Desperate Trail,Western
Pinocchio,Adventure
War Arrow,Western
V/H/S,Horror
Warm Bodies,Horror
I Am Omega,Action
Diplomatic Siege,Action
Elysium,Fantasy
Hard Target 2,Action
After Yang,Fantasy
Fire on the Amazon,Adventure
Gog,Fantasy
House of the Dead 2,Action
Switchblade Sisters,Action
Dracula III. Legacy,Horror
Revak the Rebel,Adventure
Sam Whiskey,Western
The Prowler,Horror
Hush,Horror
Tarzan's Savage Fury,Adventure
The Haunted Palace,Horror
Follow Me,Horror
The Big Gamble,Adventure
The Night Walker,Horror
Night Teeth,Action
Cat People,Horror
Bedlam,Horror
The Buccaneer,Adventure
The Goonies,Adventure
Mega Piranha,Action
Ambulance,Action
Pagemaster,Fantasy
Knight & Day ,Action
Will Penny,Western
Sorority Row,Horror
Purgatory,Western
White Water Rebels,Adventure
Virus Shark,Horror
Traded,Western
Body Cam,Horror
Shenandoah,Western
6 Underground,Action
Challenge to Lassie,Adventure
Ambushed,Action
The Shooter,Action
Death Wish,Action
The African Queen,Adventure
Valerie,Western
Wicked Little Things,Horror
Creepshow,Horror
The Base II,Action
The Saint,Action
Tides of War,Action
Marooned,Fantasy
Target Earth,Fantasy
Romancing the Stone,Adventure
Gunman's Walk,Western
Edge of Tomorrow,Fantasy
The Challenge,Adventure
Proud Mary,Action
Oregon Passage,Western
Epoch,Fantasy
Unhinged,Action
Kill Bill: vol. 2,Action
Prime Cut,Action
Fright Night,Horror
Old Gringo,Adventure
Red Faction: Origins,Fantasy
Freezer,Action
Annabelle: Creation,Horror
Deadly Bet,Action
Capricorn One,Fantasy
Quarantine,Horror
Jenifer,Horror
The Hallyday Brand,Western
The Jack Bull,Western
World in his Arms,Adventure
Charro!,Western
Passengers,Fantasy
Cattle Drive,Western
The Cowboys,Western
Star in the Dust,Adventure
The Blue Lagoon,Adventure
Ghost in the Shell,Action
The Wild Country,Western
Half Past Dead 2 ,Action
Run All Night,Action
S.W.A.T.: Firefight,Action
Two Rode Together,Western
War of the Worlds,Fantasy
The Comancheros,Western
Drácula,Horror
Bitch Slap,Action
Bad Boys for Life,Action
Star Wars,Fantasy
Hellfighters,Adventure
Sierra Baron,Western
Prince of Darkness,Horror
40 Days and Nights,Fantasy
April Rain,Action
Flying Virus,Fantasy
Red Tomahawk,Western
Creek,Horror
Passe from Hell,Western
Security,Action
Silverado,Western
Carnival of Souls,Horror
Bad Boys,Action
Eve of Destruction,Fantasy
Species,Horror
Living hell,Fantasy
Species II,Horror
Phantasm: Ravager,Fantasy
Madres,Horror
Satellite in the Sky,Fantasy
Titanic 666,Horror
Out for Justice,Action
The Vigil,Horror
Curse of Chucky,Horror
World Without End,Fantasy
Wind River,Adventure
Never Cry Wolf,Adventure
The Human Race,Horror
Poltergeist III,Horror
Legion,Horror
War Pigs,Action
Last of the Dogmen,Action
Artemis Fowl,Fantasy
The Bourne Legacy,Action
Alien Tornado,Fantasy
Santee,Western
Rosewood Lane,Horror
The Possession,Horror
Rocketship X-M,Fantasy
Airport,Action
Fuzz,Adventure
7 Witches,Horror
Daylight,Action
Once a Thief,Action
Call of the Wild ,Adventure
HazMat,Horror
Wings of the Hawks,Adventure
Clockstoppers,Fantasy
Victor Crowley,Horror
Volcano,Action
Best of the Badmen,Western
Boogeyman,Horror
A Distant Trumpet,Western
Ghostbusters,Fantasy
The New Mutants,Fantasy
Black Dog,Action
Family,Horror
Destination Moon,Fantasy
Butcher's Crossing,Western
Strange Lady in Town,Western
Two Flags West,Western
It Follows,Horror
Bunraku,Action
2001 Maniacs,Horror
The Invasion,Fantasy
Duel at Diablo,Western
Remote Control,Fantasy
Tomb Raider,Action
Last Action Hero,Fantasy
Monolith,Fantasy
The Unborn,Horror
Maximum Risk,Action
Johnny Dark,Action
Aces: Iron Eagle III,Action
The Golden Blade,Adventure
Hearthquake,Action
Howards of Virginia,Adventure
The Way West,Western
Panic,Action
The Covered Wagon,Western
Hit and Run,Action
Quick,Action
Soul Survivors,Horror
Legend of the Lost,Adventure
2010,Fantasy
Tales of Terror,Horror
Halloween,Horror
Grizzly Falls,Adventure
Phase IV,Fantasy
Durango Kids,Western
Moonfleet,Adventure
Pandemic,Action
Lethal Weapon 2,Action
The Bounty Hunter,Western
Rage and Honor,Action
Separation,Horror
'Doc',Western
Surrogates ,Fantasy
Arizona Bushwhackers,Western
The Other Wife,Horror
Ice Spiders,Horror
Slender Man,Horror
Aeon Flux,Fantasy
The Walking Hills,Adventure
Crimson Peak,Horror
Innocent Blood,Horror
S.S.S. Snake,Horror
Robin Hood,Adventure
Devil's Doorway,Western
Sinister,Horror
Western Union,Western
Vertical Limit,Action
Critters 4,Horror
Hook,Fantasy
Embryo,Fantasy
Exists,Horror
Return to Paradise,Adventure
Beneath the Dark,Horror
American Samurai,Action
Edward Scissorhands,Fantasy
The Darkest Hour,Action
